EQUIPMENT,,,,,,,OUT,,,,,,,IN,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
PRODUCT CODE,EQUIPMENT DESCRIPTION,BRAND,IN,OUT,AVAILABLE,,PRODUCT CODE,EQUIPMENT DESCRIPTION,Ticket ,TECH,DATE,QUANTITY,,PRODUCT CODE,EQUIPMENT DESCRIPTION,TICKET,TECH,DATE,QUANTITY,
,,,,,,,1,WYSE,29486472,Carlos A,8/30/2024,1,,,,,,,,
,,,,,,,1,WYSE,29505467,Pablo,9/1/2024,1,,,,,,,,
,,,,,,,10,MONITORS NEW,29505467,Pablo,9/1/2024,2,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,29505467,Pablo,9/1/2024,2,,,,,,,,
,,,,,,,8,KEYBOARD COMBO,29505467,Pablo,9/1/2024,3,,,,,,,,
,,,,,,,16,PHONE,29505467,Pablo,9/1/2024,1,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,Update,Pablo,9/1/2024,2,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29499301,Stiven,9/1/2024,1,,,,,,,,
,,,,,,,16,PHONE,Update,Pablo,9/1/2024,2,,,,,,,,
,,,,,,,7,KEYBOARD NEW,29499527,Stiven,9/1/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,29499527,Stiven,9/1/2024,1,,,,,,,,
,,,,,,,1,WYSE,29499527,Stiven,9/1/2024,1,,,,,,,,
,,,,,,,16,PHONE,29499527,Stiven,9/1/2024,1,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,29529435,Andres A,9/4/2024,1,,,,,,,,
,,,,,,,12,MOUSE USED,29509492,Carlos A,9/4/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,29509492,Carlos A,9/4/2024,1,,,,,,,,
,,,,,,,7,KEYBOARD NEW,29510062,Carlos A,9/4/2024,2,,,,,,,,
,,,,,,,9,KEYBOARD USED,29510062,Carlos A,9/4/2024,1,,,,,,,,
,,,,,,,44,MEMORY 16 GB DDR4 LAPTOP,29542086,Andres A,9/5/2024,2,,,,,,,,
,,,,,,,16,PHONE,29545040,Pablo,9/5/2024,1,,,,,,,,
,,,,,,,7,KEYBOARD NEW,29545434,Pablo,9/5/2024,1,,,,,,,,
,,,,,,,7,KEYBOARD NEW,29517744,Carlos A,9/6/2024,2,,,,,,,,
,,,,,,,14,MOUSE NEW,29517744,Carlos A,9/6/2024,2,,,,,,,,
,,,,,,,10,MONITORS NEW,29517744,Carlos A,9/6/2024,2,,,,,,,,
,,,,,,,16,PHONE,29517744,Carlos A,9/6/2024,2,,,,,,,,
,,,,,,,1,WYSE,29517744,Carlos A,9/6/2024,2,,,,,,,,
,,,,,,,20,LAPTOPS NEW,29516521,Carlos A,9/6/2024,1,,,,,,,,
,,,,,,,10,MONITORS NEW,29555506,Carlos A,9/6/2024,1,,,,,,,,
,,,,,,,10,MONITORS NEW,Jose D.,Jose D ,9/6/2024,3,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,Jose D.,Jose D ,9/6/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,29564963,Andres A,9/7/2024,1,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,29566180,Andres A,9/7/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,Update,Pablo,9/7/2024,1,,,,,,,,
,,,,,,,16,PHONE,Update,Pablo,9/7/2024,1,,,,,,,,
,,,,,,,7,KEYBOARD NEW,29582137,Stiven,9/8/2024,1,,,,,,,,
,,,,,,,12,MOUSE USED,29582597,Stiven,9/8/2024,1,,,,,,,,
,,,,,,,34,WRISTPAD,Update,Jose D ,9/8/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,29600451,Pablo,9/8/2024,1,,,,,,,,
,,,,,,,43,SSD SATA 240 GB,Update,Andres A,9/8/2024,1,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,Update,Stiven,9/13/2024,1,,,,,,,,
,,,,,,,30,WEB CAM,29611252,Stiven,9/13/2024,6,,,,,,,,
,,,,,,,43,SSD SATA 240 GB,29611252,Stiven,9/13/2024,3,,,,,,,,
,,,,,,,1,WYSE,Update,,,2,,,,,,,,
,,,,,,,6,HEADSET-VARIOS 3.5,Update,Melanie,,5,,,,,,,,
,,,,,,,16,PHONE,Update ,,,3,,,,,,,,
,,,,,,,18,SPEAKERS,Update ,,,1,,,,,,,,
,,,,,,,23,HUB USB WITH RJ45 PORT,Update ,,,7,,,,,,,,
,,,,,,,6,HEADSET-VARIOS 3.5,FORUM,,,3,,,,,,,,
,,,,,,,20,LAPTOPS NEW,Update ,,,2,,,,,,,,
,,,,,,,6,HEADSET-VARIOS 3.5,29531845,Andres A,9/13/2024,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
